tipo,latitude,longitude,bright,date,admin2,admin3,country_code,country_es
48h,48.33341,9.73053,302.61,15 de julio,Gemeindeverwaltungsverband Allmendingen,Baden-Württemberg,DE,Alemania
48h,48.60036,7.82029,316.99,15 de julio,Kehl,Baden-Württemberg,DE,Alemania
48h,48.61036,6.11353,317.53,15 de julio,Nancy,Grand Est,FR,Francia
48h,48.60964,6.11934,305.23,15 de julio,Nancy,Grand Est,FR,Francia
48h,47.467,12.63193,299.82,15 de julio,Gemeinde Hochfilzen,Tirol,AT,Austria
48h,45.98444,17.73806,308.67,15 de julio,Szigetvári járás,Baranya vármegye,HU,Hungría
48h,48.01044,5.22732,303.89,15 de julio,Chaumont,Grand Est,FR,Francia
48h,45.46774,16.79833,304.55,15 de julio,Grad Kutina,Sisačko-moslavačka županija,HR,Croacia
48h,45.46651,16.80363,305.05,15 de julio,Grad Kutina,Sisačko-moslavačka županija,HR,Croacia
48h,47.17575,7.56158,327.93,15 de julio,Bezirk Wasseramt,Solothurn,CH,Suiza
48h,47.17171,7.56569,302.17,15 de julio,Bezirk Wasseramt,Solothurn,CH,Suiza
48h,46.23058,13.07369,306.64,15 de julio,Rivoli,Friuli-Venezia Giulia,IT,Italia
48h,46.06987,13.62962,308.56,15 de julio,Morsko,NA,SI,Eslovenia
48h,46.17699,12.74012,302.85,15 de julio,Fanna,Friuli-Venezia Giulia,IT,Italia
48h,47.0593,5.10331,309.79,15 de julio,Beaune,Bourgogne-Franche-Comté,FR,Francia
48h,46.65698,6.54544,301.56,15 de julio,Eclépens,Vaud,CH,Suiza
48h,45.52124,11.49884,306.54,15 de julio,Vicenza,Veneto,IT,Italia
48h,45.38103,11.94873,303.4,15 de julio,Padova,Veneto,IT,Italia
48h,45.42958,11.00386,306.38,15 de julio,Verona,Veneto,IT,Italia
48h,45.51484,10.34282,303.18,15 de julio,Rezzato,Lombardia,IT,Italia
48h,45.51063,10.24654,304.11,15 de julio,Brescia,Lombardia,IT,Italia
48h,45.46006,10.45598,332.51,15 de julio,Lonato del Garda,Lombardia,IT,Italia
48h,45.45918,10.46097,303.23,15 de julio,Lonato del Garda,Lombardia,IT,Italia
48h,45.47956,10.2129,320.04,15 de julio,San Zeno Naviglio,Lombardia,IT,Italia
48h,45.47623,10.07012,300.78,15 de julio,Unione dei Comuni Bassa Bresciana Occidentale,Lombardia,IT,Italia
48h,45.91261,5.82276,308.17,15 de julio,Belley,Auvergne-Rhône-Alpes,FR,Francia
48h,45.14712,9.94083,323.94,15 de julio,Spinadesco,Lombardia,IT,Italia
48h,45.14628,9.94574,326.09,15 de julio,Cremona,Lombardia,IT,Italia
48h,45.24678,6.41459,303.9,15 de julio,Saint-Jean-de-Maurienne,Auvergne-Rhône-Alpes,FR,Francia
48h,43.36505,12.5444,307.19,15 de julio,Gubbio,Umbria,IT,Italia
48h,41.54869,19.72447,305.63,15 de julio,Bashkia Krujë,Shqipëria Veriore,AL,Albania
48h,43.79499,7.37289,320.71,15 de julio,Nice,Provence-Alpes-Côte d'Azur,FR,Francia
48h,43.4473,4.89809,344.49,15 de julio,Fos-sur-Mer,Provence-Alpes-Côte d'Azur,FR,Francia
48h,43.448480000000004,4.89685,342.21,15 de julio,Fos-sur-Mer,Provence-Alpes-Côte d'Azur,FR,Francia
48h,43.44506,4.896,320.75,15 de julio,Fos-sur-Mer,Provence-Alpes-Côte d'Azur,FR,Francia
48h,43.44438,4.90112,305.73,15 de julio,Fos-sur-Mer,Provence-Alpes-Côte d'Azur,FR,Francia
48h,43.4437,4.87977,329.97,15 de julio,Fos-sur-Mer,Provence-Alpes-Côte d'Azur,FR,Francia
48h,43.44165,4.89515,315.34,15 de julio,Fos-sur-Mer,Provence-Alpes-Côte d'Azur,FR,Francia
48h,43.43892,4.88917,317.01,15 de julio,Fos-sur-Mer,Provence-Alpes-Côte d'Azur,FR,Francia
48h,43.43823,4.8943,308.37,15 de julio,Fos-sur-Mer,Provence-Alpes-Côte d'Azur,FR,Francia
48h,43.43414,4.89857,306.47,15 de julio,Fos-sur-Mer,Provence-Alpes-Côte d'Azur,FR,Francia
48h,41.31437,16.20176,321.66,15 de julio,Barletta,Barletta-Andria-Trani,IT,Italia
48h,43.28926,5.42915,311.93,15 de julio,Marseille,Provence-Alpes-Côte d'Azur,FR,Francia
48h,41.16179,15.94269,315.64,15 de julio,Canosa di Puglia,Barletta-Andria-Trani,IT,Italia
48h,40.47493,18.11195,304.11,15 de julio,Lecce,Puglia,IT,Italia
48h,40.5191,17.20484,309.88,15 de julio,Taranto,Puglia,IT,Italia
48h,40.51883,17.21146,309.9,15 de julio,Taranto,Puglia,IT,Italia
48h,40.40184,17.67139,316.28,15 de julio,Manduria,Puglia,IT,Italia
48h,40.51289,17.19395,308.52,15 de julio,Statte,Puglia,IT,Italia
48h,40.50012,17.20345,310.59,15 de julio,Taranto,Puglia,IT,Italia
48h,41.95371,8.80516,303.5,15 de julio,Sarrola-Carcopino,Corse,FR,Francia
48h,43.22598,-2.87924,302.56,15 de julio,Basauri,Bizkaia,ES,España
48h,43.22324,-2.87935,298.65,15 de julio,Basauri,Bizkaia,ES,España
48h,43.0343,-2.21901,303.83,15 de julio,Olaberria,Gipuzkoa,ES,España
48h,42.23117,-3.76283,300.36,15 de julio,Arcos,Burgos,ES,España
48h,42.23227,-3.762,299.07,15 de julio,Arcos,Burgos,ES,España
48h,40.55794,9.67194,313.9,15 de julio,Thiniscole/Siniscola,Sardigna/Sardegna,IT,Italia
48h,41.67978,0.58689,319.96,15 de julio,Torrefarrera,Lleida,ES,España
48h,41.67855,0.58415,312.16,15 de julio,Torrefarrera,Lleida,ES,España
48h,41.67809,0.58867,303.32,15 de julio,Torrefarrera,Lleida,ES,España
48h,41.31384,1.66394,312.75,15 de julio,Santa Margarida i els Monjos,Barcelona,ES,España
48h,38.79256,15.21061,317.47,15 de julio,Lipari,Sicilia,IT,Italia
48h,38.7922,15.21037,314.95,15 de julio,Lipari,Sicilia,IT,Italia
48h,37.43764,15.02916,309.08,15 de julio,Catania,Sicilia,IT,Italia
48h,40.24558,-3.47348,319.24,15 de julio,Morata de Tajuña,Comunidad de Madrid,ES,España
48h,39.66484,-0.24825,306.99,15 de julio,Sagunt / Sagunto,València / Valencia,ES,España
48h,39.93649,-3.74724,306.82,15 de julio,Yepes,Toledo,ES,España
48h,37.05703,14.40798,321.27,15 de julio,Gela,Sicilia,IT,Italia
48h,36.90326,14.72691,305.4,15 de julio,Ragusa,Sicilia,IT,Italia
48h,36.96193,14.44189,303.43,15 de julio,Vittoria,Sicilia,IT,Italia
48h,36.96229,14.4402,303.09,15 de julio,Vittoria,Sicilia,IT,Italia
48h,38.66735,-4.05262,304.14,15 de julio,Puertollano,Ciudad Real,ES,España
48h,65.76913,24.1962,328.95,15 de julio,Tornio,Lapin aluehallintovirasto,FI,Finlandia
48h,65.76447,24.1813,328.38,15 de julio,Tornio,Lapin aluehallintovirasto,FI,Finlandia
48h,65.564,22.22448,328.87,15 de julio,Luleå,Norrbottens län,SE,Suecia
48h,63.31721,9.14519,302.29,15 de julio,Heim,Trøndelag,NO,Noruega
48h,63.31979,9.14017,301.76,15 de julio,Heim,Trøndelag,NO,Noruega
48h,61.28915,16.9458,326.94,15 de julio,Söderhamns kommun,Gävleborgs län,SE,Suecia
48h,60.28638,22.28679,308.69,15 de julio,Pargas,Lounais-Suomen aluehallintovirasto,FI,Finlandia
48h,60.48827,15.4494,307.64,15 de julio,Borlänge,Dalarnas län,SE,Suecia
48h,60.85834,1.46509,313.64,15 de julio,NA,NA,NA,Mundo
48h,58.68212,17.13063,315.31,15 de julio,Oxelösund,Södermanlands län,SE,Suecia
48h,58.68007,17.12204,307.21,15 de julio,Oxelösund,Södermanlands län,SE,Suecia
48h,58.67457,17.13294,298.6,15 de julio,Oxelösund,Södermanlands län,SE,Suecia
48h,58.67022,17.13736,309.29,15 de julio,Oxelösund,Södermanlands län,SE,Suecia
48h,56.2977,26.65361,311.42,15 de julio,Dzeņi,Latgale,LV,Letonia
48h,59.64745,6.36822,296.14,15 de julio,Sauda,Rogaland,NO,Noruega
48h,57.71109,18.80635,307.81,15 de julio,Gotlands kommun,Gotlands län,SE,Suecia
48h,56.69213,22.5904,301.9,15 de julio,Brocēni,Kurzeme,LV,Letonia
48h,56.69177,22.59303,300.59,15 de julio,Brocēni,Kurzeme,LV,Letonia
48h,56.3159,22.91682,299,15 de julio,Naujoji Akmenė,Akmenės rajono savivaldybė,LT,Lituania
48h,50.8222,6.28397,301.95,15 de julio,Eschweiler,Nordrhein-Westfalen,DE,Alemania
48h,51.26965,4.32562,302.6,15 de julio,Antwerpen,Antwerpen,BE,Bélgica
48h,50.76558,5.67336,309.9,15 de julio,Visé,Liège,BE,Bélgica
48h,51.26748,4.32279,300.28,15 de julio,Antwerpen,Antwerpen,BE,Bélgica
48h,50.76363,5.67143,311.74,15 de julio,Visé,Liège,BE,Bélgica
48h,50.42328,4.54006,299.78,15 de julio,Farciennes,Hainaut,BE,Bélgica
48h,51.05167,2.32311,319.1,15 de julio,Dunkerque,Hauts-de-France,FR,Francia
48h,51.03848,2.28461,317.46,15 de julio,Dunkerque,Hauts-de-France,FR,Francia
48h,51.03518,2.27501,295.74,15 de julio,Grande-Synthe,Hauts-de-France,FR,Francia
48h,49.47742,0.5347,303.48,15 de julio,Port-Jérôme-sur-Seine,Normandie,FR,Francia
48h,48.10673,-1.03647,297.13,15 de julio,Laval,Pays de la Loire,FR,Francia
48h,42.9586,0.37656,295.52,15 de julio,Beyrède-Jumet-Camous,Occitanie,FR,Francia
48h,43.03503,-2.21894,297.19,15 de julio,Olaberria,Gipuzkoa,ES,España
48h,43.53,-5.72882,301.02,15 de julio,Gijón/Xixón,Asturias / Asturies,ES,España
48h,43.52521,-5.73127,320.11,15 de julio,Gijón/Xixón,Asturias / Asturies,ES,España
48h,43.55445,-5.85979,309.95,15 de julio,Gozón,Asturias / Asturies,ES,España
48h,42.13488,-5.35002,297.45,15 de julio,Mayorga,Valladolid,ES,España
48h,40.24437,-3.47557,316.22,15 de julio,Morata de Tajuña,Comunidad de Madrid,ES,España
48h,39.9371,-3.74412,304.76,15 de julio,Yepes,Toledo,ES,España
48h,39.93657,-3.74539,304.34,15 de julio,Yepes,Toledo,ES,España
48h,37.66906,-5.16335,318.28,15 de julio,Fuente Carreteros,Córdoba,ES,España
48h,63.92439,-22.21091,300.49,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.92392,-22.20037,307.72,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.92343,-22.18997,307.43,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.92027,-22.22245,321.96,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91978,-22.21202,329.91,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91931,-22.20146,306.02,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91883,-22.19106,317.5,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91836,-22.18063,306.2,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91567,-22.22369,337.05,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.9152,-22.21336,349.59,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91472,-22.20268,356.03,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91424,-22.19217,323.77,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91664,-22.24504,304.47,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91615,-22.23415,319.37,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91155,-22.23554,339.45,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91108,-22.22515,351.66,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91061,-22.21475,333.65,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91012,-22.20394,355.1,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90964,-22.19333,334.79,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91203,-22.24638,308.56,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90916,-22.18294,302.86,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90868,-22.17218,296.25,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90694,-22.23679,331.53,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90649,-22.22656,348.86,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90602,-22.21628,367,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90553,-22.20524,351.17,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90504,-22.19451,321.66,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90744,-22.24763,313.56,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90458,-22.18411,306.2,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90237,-22.23841,338.23,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90191,-22.22807,355.17,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90143,-22.21751,350.98,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90094,-22.20664,318.35,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90046,-22.1958,306.24,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89779,-22.24023,326.58,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89732,-22.22952,339.3,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89683,-22.21867,345.13,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89828,-22.25137,295.67,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89635,-22.20794,300.97,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89322,-22.24213,302.31,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89273,-22.23107,310.88,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91311,-22.23971,333.15,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91259,-22.22899,334.69,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.9121,-22.21879,355.72,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91158,-22.20813,340.21,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91106,-22.1974,348.34,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91056,-22.18706,317.12,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.91004,-22.17641,299.34,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90852,-22.24093,328.95,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.908,-22.23033,337.56,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90752,-22.22028,355.41,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90699,-22.20948,354.92,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90646,-22.19857,342.69,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90904,-22.25179,301.56,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90596,-22.18815,309.95,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90393,-22.24233,323.05,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90342,-22.2318,350.62,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90293,-22.22158,367,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90241,-22.21089,323.91,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90188,-22.19985,319.79,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.90137,-22.18942,304.48,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89885,-22.23348,338.79,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89833,-22.22285,367,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89936,-22.24433,316.06,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89781,-22.21204,310.94,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89729,-22.20131,300.06,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89481,-22.24651,300.38,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89426,-22.23511,312.92,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.89373,-22.22407,308.67,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.88967,-22.23644,299.51,15 de julio,NA,Suðurnes,IS,Islandia
48h,63.88914,-22.22547,295.49,15 de julio,NA,Suðurnes,IS,Islandia
48h,53.52092,9.90861,296.91,15 de julio,Hamburg,NA,DE,Alemania
