direccion,mun_clean,codigo_postal,provincia,gasolina_95,gasolina_98,diesel,diesel_premium,lon,lat,rotulo,horario,ultimo_dato
"Calle Carretera De Cordoba, S/N",Jaén,23005,Jaén,1.779,1.911,1.679,1.745,-3.811306,37.778000,CEPSA,L-D: 06:00-23:59,2023-08-31 00:00
"Calle Carretera De El Escorial, 94",Galapagar,28260,Madrid,1.597,NA,1.479,1.489,-4.009444,40.575194,BALLENOIL,L-D: 24H,2023-08-31 14:51
"Calle Carretera De Herrera, 1",Casariche,41580,Sevilla,1.729,NA,1.649,1.709,-4.765083,37.296556,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Carretera De La Estacion, 2",Biota,50695,Zaragoza,NA,NA,NA,NA,-1.196000,42.258639,NTRA SRA DEL ROSARIO,L-D: 24H,2023-08-29 11:04
"Calle Carretera De Madrid, 19",Santa Marta De Tormes,37900,Salamanca,1.689,NA,1.579,1.659,-5.649389,40.951778,CEPSA,L-D: 06:00-23:59,2023-08-29 00:00
"Calle Carretera De Mataro, 10",Sant Adrià De Besòs,08930,Barcelona,1.819,1.929,1.619,1.689,2.211667,41.428889,MEROIL,L-D: 24H,2023-09-01 05:00
"Calle Carretera De Nijar, S/N",Almería,04009,Almería,1.779,1.931,1.719,1.795,-2.450111,36.845861,CEPSA,L: 06:00-00:00,2023-09-01 00:00
"Calle Carretera De Oza, S/N",Valle De Hecho,22720,Huesca,1.798,NA,1.738,NA,-0.748278,42.740833,CEPSA,L-D: 09:00-13:30 y 16:30-20:00,2023-08-30 09:06
"Calle Carretera De Salou, 111",Reus,43205,Tarragona,1.849,1.991,1.659,1.749,1.115556,41.141833,BP,L-V: 07:00-20:00,2023-08-30 09:52
"Calle Carretera De Valencia,, 6",Calatayud,50300,Zaragoza,1.562,NA,1.473,NA,-1.641861,41.343528,BONAREA,L-D: 24H,2023-08-29 10:30
"Calle Carretera De Vic, 225",Manresa,08240,Barcelona,1.789,1.929,1.709,1.749,1.839917,41.734139,REPSOL,L-D: 24H,2023-08-30 23:59
"Calle Carretera De Vic, 230",Manresa,08240,Barcelona,1.739,1.899,1.659,1.699,1.840111,41.733806,REPSOL,L-D: 24H,2023-08-31 00:10
"Calle Carretera De Vilches, S/N",Úbeda,23400,Jaén,1.769,1.879,1.659,1.709,-3.369528,38.026167,REPSOL,L-D: 06:00-22:00,2023-08-30 14:00
"Calle Carretera Del Aeropuerto, 236",Zaragoza,50011,Zaragoza,1.649,NA,1.539,1.589,-0.953611,41.661222,NAFTE,L-D: 24H,2023-08-31 19:53
"Calle Carretera Munera, 2",El Bonillo,02610,Albacete,1.719,1.839,1.629,1.699,-2.535056,38.953361,REPSOL,S-D: 07:00-15:00,2023-09-01 00:00
"Calle Carretera Po-551, 7",Moaña,36957,Pontevedra,1.789,1.939,1.699,1.789,-8.670111,42.291250,REPSOL,L-D: 07:00-23:00,2023-09-01 00:00
"Calle Carretera Reial, 62",Sant Just Desvern,08960,Barcelona,1.829,1.939,1.679,1.739,2.076917,41.378750,BRIGHT SERVICE,L-D: 06:00-22:00,2023-08-30 12:10
"Calle Carretera San Rafael, 5",Segovia,40005,Segovia,1.699,NA,1.595,1.675,-4.108611,40.932944,CEPSA,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Carretera Sierra Alhamilla, 304",Almería,04007,Almería,1.779,1.921,1.709,1.799,-2.439472,36.841167,BP SIERRA ALHAMILLA,L-V: 06:00-22:00; S: 06:00-21:00; D: 07:00-21:00,2023-09-01 00:00
"Calle Carretera Zaragoza, Pg 29, Parcela 183, S/N",Villanueva De Gállego,50830,Zaragoza,1.558,NA,1.469,NA,-0.828444,41.777417,BONAREA,L-D: 24H,2023-08-29 10:30
"Calle Carretera, 2",Ojén,29610,Málaga,1.799,NA,1.689,1.749,-4.857861,36.565250,REPSOL,L-V: 06:00-22:00; S: 07:00-20:00; D: 08:30-14:30,2023-09-01 00:00
"Calle Carretera, 29",Térmens,25670,Lleida,1.769,1.879,1.659,NA,0.762639,41.716028,E.S.TERMENS,L-D: 07:00-21:00,2023-08-30 10:28
"Calle Carretera, 37",Conil De La Frontera,11140,Cádiz,1.849,2.009,1.729,1.829,-6.084028,36.281472,REPSOL,L-D: 07:00-23:00,2023-09-01 01:37
"Calle Carril De Picaza-Pg San P, S/N",Marbella,29370,Málaga,1.619,NA,1.499,NA,-4.990917,36.497083,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Carril De Picaza-Pg San P, S/N",Marbella,29670,Málaga,1.839,1.971,1.735,1.829,-4.992528,36.496583,REPSOL,L-D: 24H,2023-09-01 07:15
"Calle Carrizales, 2",La Puebla Del Río,41130,Sevilla,1.649,NA,1.549,NA,-6.076583,37.261111,A&B,L-D: 24H,2023-08-29 13:11
"Calle Cartes-Carabete, 9",Cartes,39311,Cantabria,NA,NA,1.446,NA,-4.074250,43.322556,REDETRANS,L-D: 24H,2023-08-31 23:59
"Calle Casa Santa, 23",Santa Lucía De Tirajana,35110,Palmas (Las),1.245,1.390,1.225,1.354,-15.440000,27.829500,DISA POZO IZQUIERDO,L-D: 06:00-22:00,2023-08-30 14:59
"Calle Casanova, 89",Barcelona,08011,Barcelona,1.859,1.959,1.719,1.809,2.157306,41.386250,CEPSA,L-D: 24H,2023-08-29 09:42
"Calle Caseria Del Rey, 18",Mollina,29532,Málaga,1.729,NA,1.679,NA,-4.665139,37.119833,SHELL,L-D: 06:30-22:30,2023-08-29 12:01
"Calle Casillas Del Angel, 132",Puerto Del Rosario,35600,Palmas (Las),1.379,1.499,1.299,1.434,-13.974167,28.488333,REPSOL,L-S: 06:00-22:00,2023-09-01 00:00
"Calle Castañeda, S/N",Tomares,41940,Sevilla,1.699,NA,1.549,NA,-6.027417,37.379250,KARLAVADO.COM,L-D: 24H,2023-08-29 18:22
"Calle Castellar De La Frontera, 4",Cádiz,11001,Cádiz,1.709,NA,1.609,NA,-6.270222,36.500333,PETROL & GO,L-D: 24H,2023-08-31 09:55
"Calle Castellar, S/N",Jaén,23009,Jaén,1.575,NA,1.445,NA,-3.785694,37.794667,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Castilla La Mancha, 181",Salteras,41909,Sevilla,1.694,NA,1.579,NA,-6.055028,37.455361,TJ OIL,L-D: 24H,2023-08-29 16:30
"Calle Castilla La Mancha, 20",Nambroca,45190,Toledo,1.692,NA,1.611,NA,-3.960806,39.828000,45110020416,L-S: 08:00-21:00,2023-08-31 07:00
"Calle Catalunya, 33",Santa Perpètua De Mogoda,08130,Barcelona,1.599,NA,1.519,1.569,2.174472,41.544667,LOWCOSTFUEL,L-D: 24H,2023-08-29 16:23
"Calle Cavadores, 2",Umbrete,41806,Sevilla,1.649,NA,1.499,NA,-6.166028,37.363972,REDCAROIL,L-D: 24H,2023-08-29 16:20
"Calle Cavanilles, 58",Madrid,28007,Madrid,1.819,NA,1.695,1.761,-3.673306,40.404611,CEPSA,L-V: 07:30-21:00; S: 08:00-15:00; D: 09:00-15:00,2023-09-01 00:50
"Calle Cazorla Esquina Camino Rompeserones, 11",Martos,23600,Jaén,1.589,NA,1.474,NA,-3.973000,37.704139,SHELL,L-D: 24H,2023-08-31 14:00
"Calle Cañada Cortes, S/N",El Ejido,04700,Almería,1.719,NA,1.579,NA,-2.800194,36.758000,BDMED,L-D: 24H,2023-08-30 10:30
"Calle Cañada De Garcia, S/N",Cehegín,30439,Murcia,NA,NA,1.459,NA,-1.769694,38.149139,CANARAFLOR,L-D: 24H,2023-08-31 10:13
"Calle Cañada Del Pozo, Sn",Loeches,28890,Madrid,1.604,NA,1.529,NA,-3.416000,40.398667,GALP,L-D: 24H,2023-09-01 06:02
"Calle Cañada Real Berciana, 1",Benavente,49600,Zamora,NA,NA,1.557,NA,-5.655694,41.996750,GASOLEOS CERECEDO,L-V: 07:30-00:30,2023-08-29 16:55
"Calle Cañada Real, S/N",Puertollano,13500,Ciudad Real,1.569,NA,1.469,NA,-4.099639,38.703722,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Cea Bermudez, 32",Madrid,28003,Madrid,1.799,1.959,1.669,1.729,-3.709639,40.439000,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle Censal Del, 17",Alginet,46230,Valencia / València,1.658,NA,1.498,NA,-0.464639,39.271389,VCC ALGINET,L-D: 24H,2023-08-29 12:30
"Calle Central Celada, 47",Iznájar,14970,Córdoba,1.585,NA,1.505,NA,-4.306944,37.281750,S.C.A. OLIV. NTRA. SRA. DE LA PIEDAD,L-V: 08:00-14:00 y 16:00-19:00; S: 08:00-14:00,2023-08-29 14:11
"Calle Ceranova, 13",Ripollet,08291,Barcelona,1.580,NA,1.470,NA,2.159278,41.496889,CASAMITJANA NONELL,L-V: 08:00-13:00 y 16:00-20:00; S: 09:00-13:00,2023-08-31 09:06
"Calle Cerdanya Esq Ronda Norte, Sn",Sant Cugat Del Vallès,08190,Barcelona,1.839,1.999,1.669,1.729,2.068361,41.479694,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle Cereza, 4",Majadahonda,28220,Madrid,1.679,NA,1.579,1.599,-3.871167,40.456583,BALLENOIL,L-D: 24H,2023-08-31 11:28
"Calle Cerrada-Vo  En  Villaobispo-Vo-, 2",Villaquilambre,24007,León,1.689,NA,1.549,1.569,-5.552278,42.618361,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Cerrajeros (De Los), 10",San Fernando De Henares,28830,Madrid,1.729,1.959,1.749,1.839,-3.501139,40.441278,BP SAN FERNANDO PUERTA DE MADRID 365 II,L-D: 24H,2023-09-01 00:00
"Calle Cerrajeros De Los, 10",San Fernando De Henares,28830,Madrid,NA,NA,NA,NA,-3.501139,40.441278,MOLGAS,L-D: 24H,2023-09-01 01:00
"Calle Cerrajeros De Los, 2",San Fernando De Henares,28830,Madrid,1.729,1.819,1.749,1.779,-3.502972,40.442750,CEPSA SAN FERNANDO 365,L-D: 24H,2023-09-01 00:00
"Calle Cerrajeros, 10",San Fernando De Henares,28830,Madrid,1.729,1.959,1.749,1.839,-3.501556,40.441250,BP SAN FERNANDO PUERTA DE MADRID 365 I,L-D: 24H,2023-09-01 00:00
"Calle Cerro Del Murmullo, 1",Madrid,28031,Madrid,1.679,NA,1.589,NA,-3.584556,40.365250,BALLENOIL,L-D: 24H,2023-08-30 11:03
"Calle Cervantes Esquina Velazquez, 44",Sant Antoni De Portmany,07820,Balears (Illes),1.869,NA,1.735,NA,1.297806,38.983500,CEPSA,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Cervantes, 104",Villarta De San Juan,13210,Ciudad Real,1.729,NA,1.639,1.719,-3.419139,39.230444,REPSOL,L-S: 08:00-15:00 y 16:30-21:30; D: 08:00-16:00,2023-09-01 00:00
"Calle Cervantes, 110",Mairena Del Alcor,41510,Sevilla,1.729,1.839,1.649,1.719,-5.758444,37.371361,REPSOL,L-V: 07:00-15:00,2023-09-01 00:00
"Calle Charca De Los Peces, 2",Torrejón De Ardoz,28850,Madrid,1.589,NA,1.449,NA,-3.466278,40.446028,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Charfa, 28",Adeje,38670,Santa Cruz De Tenerife,1.259,1.389,1.239,1.349,-16.738278,28.118361,BP COOP SAN SEBASTIAN,L-D: 06:00-00:00,2023-09-01 00:00
"Calle Charles Robert Darwin, 2",Paterna,46980,Valencia / València,1.839,1.981,1.699,1.789,-0.459694,39.549917,BP PARQUE TECNOLÓGICO,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Cid, 1",Massalfassar,46560,Valencia / València,NA,NA,NA,NA,-0.305028,39.548583,HAM,L-D: 24H,2023-08-29 11:15
"Calle Ciencies, Sn",L'hospitalet De Llobregat,08908,Barcelona,1.855,2.015,1.679,1.779,2.126556,41.355722,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle Cincel (Del), 2",Rivas-Vaciamadrid,28522,Madrid,1.619,NA,1.519,NA,-3.543056,40.348611,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Cincel (Del), S",Rivas-Vaciamadrid,28522,Madrid,1.619,NA,1.519,NA,-3.543083,40.348250,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Circunde, 13",Logroño,26006,Rioja (La),1.615,NA,1.469,NA,-2.403111,42.456528,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Circunde, 2",Logroño,26006,Rioja (La),1.629,NA,1.529,1.579,-2.404528,42.455556,NAFTE,L-D: 24H,2023-08-31 19:53
"Calle Ciudad De Asunción, 12",Barcelona,08030,Barcelona,1.699,NA,1.499,NA,2.200972,41.437361,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Ciudad De Asunción, 69",Barcelona,08030,Barcelona,1.739,NA,1.549,1.669,2.199278,41.442472,PETROCAT DIRECTE,L-D: 24H,2023-09-01 00:00
"Calle Ciudad De Liria, 13",Paterna,46988,Valencia / València,1.819,1.939,1.699,1.759,-0.457167,39.514528,REPSOL,L-V: 06:00-22:00; S: 08:00-14:30,2023-09-01 00:00
"Calle Ciudad De Vivero, 73",Vilalba,27800,Lugo,1.629,NA,1.509,NA,-7.676806,43.305556,TEX,L-D: 24H,2023-08-29 23:53
"Calle Ciudad Del Transporte, 9",Torre-Pacheco,30709,Murcia,NA,NA,1.579,NA,-1.023694,37.809778,"TRUCK ENERGY Z,S.L.",L: 24H,2023-08-31 23:59
"Calle Ciutat De Pamplona, 40",Sueca,46410,Valencia / València,1.595,NA,1.485,NA,-0.302139,39.200472,BALLENOIL,L-D: 24H,2023-08-31 13:07
"Calle Ciutat, Sn",Artà,07570,Balears (Illes),1.809,1.959,1.699,1.789,3.346972,39.689750,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Cl Aguaviva, 9",Mas De Las Matas,44564,Teruel,1.769,NA,1.689,NA,-0.240250,40.831472,CAMPSA,L: 08:00-20:00,2023-09-01 00:00
"Calle Cl De La Sultana , 9, 9",Granada,18006,Granada,1.769,1.889,1.659,1.719,-3.592194,37.151333,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Cl Exposicion - Poligono Pisa, S.n. (Se-640), S/N",Mairena Del Aljarafe,41927,Sevilla,1.799,1.909,1.709,1.799,-6.056167,37.352333,REPSOL,L-S: 07:00-22:30; D: 08:00-22:30,2023-08-31 08:34
"Calle Cl Mostoles 61, 61",Fuenlabrada,28941,Madrid,1.799,1.941,1.689,1.779,-3.811389,40.293806,BP EL NARANJO,L-D: 24H,2023-09-01 00:00
"Calle Cl Obispo Verdugo, 39",Telde,35200,Palmas (Las),1.279,1.409,1.259,1.384,-15.414806,27.992389,REPSOL,L-V: 06:00-22:00; S-D: 07:00-23:00,2023-09-01 00:00
"Calle Cl/ Maciñeira, Esq. Cerdeira - Pgno. Sete Pontes - Parcela, 30",Vilalba,27800,Lugo,1.689,NA,1.619,NA,-7.665611,43.316528,E.S. POLIGONO,L-D: 24H,2023-08-29 10:34
"Calle Cl166 Km18,700,",Berlanga De Duero,42366,Soria,1.789,NA,1.679,1.749,-2.870750,41.495833,REPSOL,L-D: 8:00-22:00,2023-08-30 09:54
"Calle Clara Del Rey, 45",Madrid,28002,Madrid,1.789,NA,1.679,1.739,-3.669361,40.443444,REPSOL,L-V: 07:00-22:00; S: 08:00-15:00,2023-09-01 00:00
"Calle Clariano, 3",València,46021,Valencia / València,1.825,1.955,1.679,1.739,-0.352306,39.476250,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Clavo, 1",Orihuela,03189,Alicante,1.829,1.969,1.739,1.819,-0.749917,37.934333,REPSOL,L-D: 24H,2023-08-30 11:52
"Calle Closa D'en Llop, 2",L'escala,17130,Girona,1.799,1.949,1.639,1.729,3.123222,42.124972,REPSOL L'ESCALA,L: 24H,2023-09-01 00:00
"Calle Clot, 2",Barcelona,08018,Barcelona,1.829,NA,1.685,1.759,2.187306,41.405833,CEPSA,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Cobalt, 1",L'hospitalet De Llobregat,08907,Barcelona,1.619,NA,1.469,NA,2.115333,41.360667,NEVADA ENERGIA,L: 24H,2023-08-29 12:28
"Calle Cobre, 37",El Casar,19170,Guadalajara,NA,NA,NA,1.499,-3.421833,40.706139,TYA,L-D: 24H,2023-08-29 15:47
"Calle Cogul, 1",Lleida,25001,Lleida,1.739,1.879,1.659,1.719,0.655417,41.613611,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Collao, S/N",Antequera,29230,Málaga,1.789,NA,1.639,NA,-4.536056,36.929056,E. S. EL TORCAL,L-D: 06:00-22:00,2023-08-31 11:19
"Calle Collserola, 2",Barcelona,08035,Barcelona,1.869,2.029,1.679,1.759,2.136472,41.416250,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle Colmenarejo, 54",Galapagar,28260,Madrid,1.597,NA,1.479,NA,-4.006722,40.574417,PLENOIL,L-D: 24H,2023-08-31 12:43
"Calle Colom, 351",Terrassa,08223,Barcelona,1.789,1.909,1.679,1.739,2.026500,41.551722,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Colombia -Pg.ind  En  Alcantarilla, 1706",Alcantarilla,30820,Murcia,NA,NA,1.385,NA,-1.196139,37.952167,SECOTRANS,L-D: 24H,2023-08-29 11:00
"Calle Colombia C/V Bolivia, 1",Madrid,28016,Madrid,1.814,NA,1.685,1.751,-3.677833,40.457306,CEPSA,L-D: 06:30-22:30,2023-09-01 01:31
"Calle Colon, 123",Terrassa,08222,Barcelona,1.769,1.909,1.659,1.719,2.024278,41.558444,REPSOL,L: 06:00-23:59,2023-09-01 01:00
"Calle Colon, 125",Terrassa,08222,Barcelona,1.769,1.909,1.659,1.719,2.024056,41.558833,REPSOL,L-V: 07:00-21:00; S-D: 08:00-16:00,2023-09-01 06:00
"Calle Colon, 9",El Coronil,41760,Sevilla,1.729,NA,1.649,NA,-5.635361,37.080361,REPSOL,L-S: 06:00-21:00; D: 06:00-14:00,2023-09-01 00:00
"Calle Colon, S/N",Olesa De Montserrat,08640,Barcelona,1.699,1.839,1.599,1.669,1.886361,41.543111,GALP,L-D: 24H,2023-09-01 06:02
"Calle Comercio, 2",Cabanillas Del Campo,19171,Guadalajara,1.629,NA,1.529,1.549,-3.237167,40.630583,BALLENOIL,L-D: 24H,2023-08-30 11:03
"Calle Comete Sarea (Zaisa Ii), 7",Irun,20305,Gipuzkoa,NA,NA,1.669,NA,-1.752750,43.336500,ZABALETA,L-V: 24H; S: 06:00-22:00; D: 14:30-00:00,2023-08-29 12:42
"Calle Comete Sarea, 1",Irun,20305,Gipuzkoa,1.819,NA,1.679,NA,-1.753694,43.338528,REPSOL,L-D: 24H,2023-09-01 06:00
"Calle Comete Sarea, 5",Irun,20305,Gipuzkoa,NA,NA,1.659,NA,-1.752944,43.337167,VALCARCE,L-D: 00:00-23:59,2023-09-01 00:00
"Calle Comte D'urgell, 219",Barcelona,08036,Barcelona,1.879,1.999,1.694,1.775,2.147778,41.390083,CEPSA,L-D: 24H,2023-08-31 13:15
"Calle Concepcion Arenal, 214",Moaña,36950,Pontevedra,NA,NA,1.709,NA,-8.736250,42.278639,REPSOL,L: 07:30-22:30,2023-09-01 00:00
"Calle Concha Lago, S/N",Lucena,14900,Córdoba,1.549,NA,1.449,NA,-4.500250,37.407722,PLENOIL,L-D: 24H,2023-08-31 03:00
"Calle Condado De Treviño, 30",Burgos,09001,Burgos,1.759,NA,1.669,1.739,-3.718528,42.370528,VILLALONQUEJAR,L-D: 06:00-00:00,2023-08-31 09:18
"Calle Condesa De Chinchón, 37",Boadilla Del Monte,28660,Madrid,1.789,1.929,1.699,1.769,-3.891083,40.398722,GALP,L-D: 06:00-22:00,2023-09-01 06:11
"Calle Consolacion, S/N",Bujalance,14650,Córdoba,1.759,1.849,1.689,NA,-4.378528,37.889444,MOTOLUX,L-D: 06:00-22:00,2023-08-30 14:00
"Calle Constitucion (De La), 100",Fuenlabrada,28946,Madrid,1.635,NA,1.435,NA,-3.782417,40.280167,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Constitucion, 103",Chipiona,11550,Cádiz,1.699,NA,1.589,NA,-6.422611,36.735806,BALLENOIL,L-D: 24H,2023-08-30 11:03
"Calle Constitucion, 22",Valverde,38900,Santa Cruz De Tenerife,1.576,1.691,1.573,1.665,-17.914222,27.811667,DISA VALVERDE,L-S: 06:00-22:00; D: 08:00-22:00,2023-08-30 14:59
"Calle Constitucion, 81",Fuenlabrada,28945,Madrid,1.639,NA,1.435,NA,-3.779333,40.280417,BALLENOIL,L-D: 24H,2023-09-01 04:00
"Calle Constitucion, S/N",Mondariz-Balneario,36890,Pontevedra,1.769,1.929,1.669,1.739,-8.473917,42.223889,REPSOL,L-D: 07:00-23:00,2023-09-01 00:00
"Calle Constitución, 77",Requena,46340,Valencia / València,1.639,NA,1.519,NA,-1.093361,39.486306,GASEXPRESS,L-D: 06:00-22:00,2023-08-29 16:55
"Calle Constitución, 91",Aller,33670,Asturias,1.779,1.899,1.699,1.789,-5.742972,43.171833,GALP,L-D: 07:00-23:00,2023-09-01 06:10
"Calle Construccion, Sn",Almendralejo,06200,Badajoz,NA,NA,1.633,NA,-6.408139,38.695361,SETTRAN,L-D: 24H,2023-08-31 00:00
"Calle Continuacion Arca Real, 111",Valladolid,47008,Valladolid,1.679,NA,1.499,1.559,-4.728250,41.626889,DST ARCA REAL,L-D: 24H,2023-08-29 11:01
"Calle Cooperativa, 2",Zuera,50810,Zaragoza,1.719,NA,1.619,1.659,-0.757611,41.938750,COOPERATIVA SAN ISIDRO,L-D: 24H,2023-08-31 12:07
"Calle Cooperativa, 23",Horcajo De Santiago,16410,Cuenca,1.668,NA,1.552,NA,-3.002556,39.848889,EL VITOR SOC. COOP. DE C-LM,L-D: 24H,2023-08-30 11:00
"Calle Cooperativa, 9",La Solana,13240,Ciudad Real,1.577,NA,1.475,NA,-3.250639,38.944139,PLENOIL,L-D: 24H,2023-08-31 13:00
"Calle Copenhagues/N, S/N",Las Rozas De Madrid,28230,Madrid,1.798,1.918,1.728,1.778,-3.888611,40.504194,REPSOL,L-D: 24H,2023-08-30 07:00
"Calle Coral Roig, S/N",Santa Llogaia D'àlguema,17771,Girona,1.609,NA,1.499,NA,2.956083,42.231333,PETREM,L-D: 24H,2023-08-29 12:03
"Calle Corazon De Maria, 18",Madrid,28002,Madrid,1.839,NA,1.725,1.799,-3.669361,40.441194,CEPSA,L-V: 07:00-21:00; S: 09:00-15:00,2023-08-29 01:50
"Calle Corazon De Maria, 76",Madrid,28002,Madrid,1.779,1.911,1.659,1.725,-3.651361,40.450111,CEPSA,L-D: 24H,2023-09-01 00:00
"Calle Cordelillo, 62",Santa Marta,06150,Badajoz,1.708,NA,1.654,NA,-6.631222,38.613056,COOPERATIVA SANTA MARTA VIRGEN,L-D: 24H,2023-08-30 13:43
"Calle Cordoba, 2",Santa Margarida De Montbui,08710,Barcelona,1.599,NA,1.455,1.475,1.604667,41.579556,BALLENOIL,L-D: 24H,2023-08-30 11:03
"Calle Corona De Aragon, 52",Barbastro,22300,Huesca,1.749,1.909,1.699,1.779,0.128194,42.034694,REPSOL,L-D: 07:00-22:00,2023-09-01 00:00
"Calle Corredoira, 33",Lalín,36500,Pontevedra,1.755,1.905,1.679,1.749,-8.121250,42.665333,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle Correos, Sn",Cabezón De La Sal,39500,Cantabria,1.819,NA,1.729,1.789,-4.235000,43.309389,REPSOL,L-V: 07:00-22:00; S: 08:00-15:00; D: 09:00-15:00,2023-09-01 00:00
"Calle Corte De Peleas, 120",Badajoz,06009,Badajoz,1.639,NA,1.499,1.509,-6.954361,38.876222,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Cortes Valencianas, 1",Puçol,46530,Valencia / València,1.809,NA,1.695,1.815,-0.314278,39.610389,CEPSA,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Corts Catalanes, 60",Lleida,25005,Lleida,1.804,NA,1.669,1.735,0.626750,41.630778,CEPSA,L-D: 07:00-22:00,2023-08-31 00:01
"Calle Coso Alto, 65",Huesca,22003,Huesca,1.739,NA,1.689,NA,-0.410500,42.141194,REPSOL,L-V: 07:00-14:00; S: 08:30-14:00,2023-08-31 13:27
"Calle Costa Brava, 2",Valladolid,47010,Valladolid,1.779,1.879,1.679,1.719,-4.708639,41.670028,CARREFOUR,L-D: 24H,2023-08-31 10:41
"Calle Costa I Llobera De, 1",Sabadell,08206,Barcelona,1.819,1.959,1.669,1.749,2.090778,41.547028,SHELL,L-D: 05:00-23:00,2023-08-31 14:00
"Calle Costera De La, 19",Tavernes De La Valldigna,46760,Valencia / València,1.649,NA,1.529,NA,-0.274583,39.067028,GALP,L-D: 24H,2023-09-01 06:02
"Calle Cotillas Antigua, S/N",Las Torres De Cotillas,30565,Murcia,1.579,NA,1.475,NA,-1.237111,38.044944,BALLENOIL,L-D: 24H,2023-08-31 11:28
"Calle Coto De Doñana (Del), 6",Pinto,28320,Madrid,1.759,1.899,1.729,1.769,-3.695167,40.265278,BP NASSICA 365,L-D: 24H,2023-09-01 00:00
"Calle Coto De Doñana, 1",Pinto,28320,Madrid,1.769,1.879,1.739,1.779,-3.692528,40.264917,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle Coto De Doñana, 1",Pinto,28320,Madrid,1.749,1.849,1.749,1.809,-3.692472,40.264639,CEPSA A4 PINTO 365,L-D: 24H,2023-09-01 00:00
"Calle Coure (Del), 7",Tarragona,43006,Tarragona,1.718,NA,1.629,NA,1.218667,41.138972,CONFORT AUTO,L-V: 08:30-19:30; S: 08:30-13:00,2023-08-30 15:35
"Calle Covadonga, 37",Piloña,33530,Asturias,1.839,NA,1.729,1.819,-5.360667,43.345139,BP INFIESTO,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Cr. Cardona, 80/82",Manresa,08240,Barcelona,1.789,1.931,1.649,1.739,1.817083,41.726389,BP OIL,L: 06:00-23:00,2023-08-29 08:18
"Calle Cr. Del Mig, 146",L'hospitalet De Llobregat,08907,Barcelona,1.543,NA,1.453,NA,2.103556,41.354139,BONAREA,L-D: 24H,2023-08-29 10:30
"Calle Craywinkel, 1",Barcelona,08022,Barcelona,1.879,NA,1.685,1.795,2.139861,41.412222,CEPSA,L-D: 06:00-22:00,2023-09-01 06:00
"Calle Cremades, 17",Benigànim,46830,Valencia / València,NA,NA,NA,1.499,-0.447000,38.938861,GASOLBEN,L-D: 24H,2023-08-29 14:07
"Calle Cristo De La Fe, 43",Paterna,46980,Valencia / València,1.729,1.869,1.609,1.689,-0.446361,39.501528,SHELL,L-D: 05:00-23:00,2023-08-31 14:00
"Calle Cristobal Colon, 49",Sanlúcar La Mayor,41800,Sevilla,1.759,1.879,1.689,1.757,-6.197472,37.386639,CAMPSA,L-D: 24H,2023-08-30 09:12
"Calle Cristofor Colom   P.colom, 33",Felanitx,07670,Balears (Illes),1.877,NA,1.767,NA,3.261500,39.421000,REPSOL,L-S: 07:00-20:00; D: 08:00-13:00,2023-08-31 15:58
"Calle Cromo, 50",Valladolid,47012,Valladolid,1.619,NA,1.449,NA,-4.707444,41.625861,TENCAR,L-D: 24H,2023-08-29 21:22
"Calle Crtra Gral Tigaday, S/N",Frontera,38911,Santa Cruz De Tenerife,1.576,1.691,1.573,1.665,-18.011944,27.751944,DISA FRONTERA,L-D: 06:00-22:00,2023-08-30 14:59
"Calle Cruce Melenara, S/N",Telde,35200,Palmas (Las),1.289,1.405,1.275,1.379,-15.393556,27.994333,DISA CRUCE DE MELENARA,L-D: 24H,2023-08-31 16:42
